,year,stage,stage_type,profile_icon,gc_leader,gc_stage_time_str,power,stage_grade
267,1997,Marennes,RR,p1,VASSEUR Cédric,5:58:09,240.0677869356975,0.0066344827586206
268,1997,Bordeaux,RR,p1,VASSEUR Cédric,4:11:15,469.4675898888784,0.0083298969072164
269,1997,Pau,RR,p1,VASSEUR Cédric,3:22:42,510.27350983099535,0.0083343653250773
270,1997,Loudenvielles,RR,p4,VASSEUR Cédric,5:27:54,446.61181172142864,0.0377857142857142
271,1997,Andorra Arcalis,RR,p5,ULLRICH Jan,7:46:06,462.4135802715565,0.0339485148514851
272,1997,Perpignan,RR,p2,ULLRICH Jan,5:05:23,216.9835125129284,0.0216822916666666
273,1997,Saint-Etienne,ITT,p2,ULLRICH Jan,1:16:24,313.6056142002942,0.025090909090909
274,1997,l'alpe d'huez,RR,p5,ULLRICH Jan,5:03:29,451.3976873274145,0.0201425061425061
275,1997,Courchevel,RR,p5,ULLRICH Jan,4:34:16,607.2905034915487,0.0480472972972973
276,1997,Morzine-Avoriaz,RR,p4,ULLRICH Jan,5:58:33,441.3682327213017,0.0327482014388489
277,1997,Fribourg,RR,p2,ULLRICH Jan,4:30:11,283.21664070703923,0.0307624309392265
278,1997,Colmar,RR,p1,ULLRICH Jan,4:58:36,329.42193502773665,6.864988558352403e-05
279,1997,Montbeliard,RR,p2,ULLRICH Jan,4:30:17,248.2453706807128,0.0259487179487179
280,1997,Dijon,RR,p1,ULLRICH Jan,4:21:14,330.9039527416193,0.0103255813953488
281,1997,Disneyland-Paris,ITT,p1,ULLRICH Jan,1:16:42,559.7764238223212,0.0085873015873015
282,1997,Paris,RR,p1,ULLRICH Jan,3:54:36,310.55999856198963,0.0109030100334448
283,1998,Dublin,RR,p1,BOARDMAN Chris,0:06:12,785.1710764486244,0.0142857142857142
284,1998,Dublin,RR,p1,BOARDMAN Chris,4:29:58,359.4702013923878,0.0128388888888888
285,1998,Cork,RR,p1,ZABEL Erik,5:45:10,251.2298650979789,0.0097518248175182
286,1998,Lorient,RR,p1,HAMBURGER Bo,3:33:38,524.9233798091042,0.0126863905325443
287,1998,Cholet,RR,p1,O'GRADY Stuart,5:48:40,414.6456109010786,0.0100714285714285
288,1998,Chateauroux,RR,p1,O'GRADY Stuart,5:18:49,373.62388364741975,0.0073920704845814
289,1998,Brive-la-Gaillarde,RR,p1,O'GRADY Stuart,5:05:32,427.0652024632924,0.0167333333333333
290,1998,Correze,ITT,p1,ULLRICH Jan,1:15:25,616.5658116169018,0.0227241379310344
291,1998,Montauban,RR,p1,DESBIENS Laurent,4:40:55,386.17984526670847,0.01605291005291
292,1998,Pau,RR,p4,DESBIENS Laurent,5:21:22,288.5839576752854,0.0132285714285714
293,1998,Luchon,RR,p5,ULLRICH Jan,5:50:39,533.7851121503668,0.0383816793893129
294,1998,Plateau de Beille,RR,p5,ULLRICH Jan,5:17:07,511.1388827006109,0.0392470588235294
295,1998,Cap d'Agde,RR,p2,ULLRICH Jan,4:12:51,380.2335078472335,0.0140388349514563
296,1998,Carpentras,RR,p2,ULLRICH Jan,4:35:37,230.8902142212831,0.009261780104712
297,1998,Grenoble,RR,p5,ULLRICH Jan,4:40:58,502.4939812982809,0.0251405405405405
298,1998,Les Deux Alpes,RR,p4,PANTANI Marco,5:43:45,428.8627059266863,0.0434285714285714
299,1998,Albertville,RR,p4,PANTANI Marco,5:39:47,415.6507315714359,0.0348578431372549
300,1998,Neuchâtel,RR,p2,PANTANI Marco,4:53:27,302.4996640980854,0.0190504587155963
301,1998,Autun,RR,p1,PANTANI Marco,5:26:52,406.3595590020244,0.0103739495798319
302,1998,Le Creusot,ITT,p1,PANTANI Marco,1:06:27,555.4965839533407,0.0149056603773584
303,1998,Paris,RR,p1,PANTANI Marco,3:44:36,312.6824561138636,0.0108367346938775
304,1999,Puy-du-Fou,RR,p1,ARMSTRONG Lance,0:08:02,690.6431073241773,0.0161764705882352
305,1999,Challans,RR,p1,ARMSTRONG Lance,4:56:18,372.21173115244216,0.0087932692307692
306,1999,Saint-Nazaire,RR,p1,KIRSIPUU Jaan,3:45:32,459.4218841296531,0.0053181818181818
307,1999,Laval,RR,p1,KIRSIPUU Jaan,4:29:27,397.31821916743,0.0077429305912596
308,1999,Blois,RR,p1,KIRSIPUU Jaan,3:51:45,569.0505141494157,0.0059537275064267
309,1999,Amiens,RR,p1,KIRSIPUU Jaan,5:36:28,364.0577989198488,0.0082398286937901
310,1999,Maubeuge,RR,p1,KIRSIPUU Jaan,4:11:09,356.96085884174545,0.0089912536443148
311,1999,Thionville,RR,p1,KIRSIPUU Jaan,5:26:59,385.702239211727,0.0103392070484581
312,1999,Metz,ITT,p1,ARMSTRONG Lance,1:08:36,605.7643772281834,0.0125309734513274
313,1999,Sestriere,RR,p5,ARMSTRONG Lance,5:57:11,497.56624238557765,0.0308837209302325
314,1999,L'Alpe d'Huez,RR,p5,ARMSTRONG Lance,6:42:56,481.9933362629465,0.0363394495412844
315,1999,Saint-Etienne,RR,p2,ARMSTRONG Lance,4:56:25,228.3604222590901,0.0143165829145728
316,1999,Saint-Flour,RR,p3,ARMSTRONG Lance,5:06:25,227.4636534559272,0.0215380710659898
317,1999,Albi,RR,p2,ARMSTRONG Lance,6:15:09,216.76260550199515,0.0210970464135021
318,1999,Saint-Gaudens,RR,p1,ARMSTRONG Lance,4:51:26,343.3862346354567,0.0133015873015873
319,1999,Piau-Engaly,RR,p5,ARMSTRONG Lance,5:21:59,529.6218897214326,0.041
320,1999,Pau,RR,p4,ARMSTRONG Lance,5:17:28,459.07733020359217,0.0323020833333333
321,1999,Bordeaux,RR,p1,ARMSTRONG Lance,4:22:37,438.06471763631214,0.0072562814070351
322,1999,Futuroscope,RR,p1,ARMSTRONG Lance,4:20:50,371.1190459811312,0.0092912087912087
323,1999,Futuroscope,ITT,p1,ARMSTRONG Lance,1:08:17,593.6015925098233,0.0095263157894736
324,1999,Paris,RR,p1,ARMSTRONG Lance,3:37:39,436.7770751565825,0.0106
325,2000,Futuroscope,ITT,p1,MILLAR David,0:19:03,697.0923623497413,0.0124242424242424
326,2000,Loudun,RR,p1,MILLAR David,4:46:08,329.7579741033189,0.0071288659793814
327,2000,Nantes,RR,p1,MILLAR David,3:38:00,427.3400337462825,0.0082414860681114
328,2000,Vitre,RR,p1,JALABERT Laurent,4:19:15,492.1747429424749,0.0099702970297029
329,2000,Tours,RR,p1,ELLI Alberto,4:28:06,409.2173311032101,0.0076675062972292
330,2000,Limoges,RR,p1,ELLI Alberto,5:12:52,314.98654795767663,0.0097177615571776
331,2000,Villeneuve sur Lot,RR,p1,ELLI Alberto,4:27:56,483.6428376136464,0.0126289926289926
332,2000,Dax,RR,p1,ELLI Alberto,4:29:06,334.5332291130874,0.0097348066298342
333,2000,Hautacam,RR,p5,ARMSTRONG Lance,6:10:14,379.69297538346655,0.0253756097560975
334,2000,Revel,RR,p1,ARMSTRONG Lance,5:10:52,403.7597764513511,0.012045766590389
335,2000,Mont Ventoux,RR,p5,ARMSTRONG Lance,4:15:11,416.1215226138673,0.0257046979865771
336,2000,Draguignan,RR,p1,ARMSTRONG Lance,4:13:08,449.2473308150706,0.0122371967654986
337,2000,Briancon,RR,p5,ARMSTRONG Lance,7:59:04,349.4792788701959,0.0258032128514056
338,2000,Courchevel,RR,p5,ARMSTRONG Lance,5:35:36,390.6515019689609,0.0301498559077809
339,2000,Morzine,RR,p4,ARMSTRONG Lance,5:34:21,369.1606835386549,0.025469387755102
340,2000,Lausanne,RR,p2,ARMSTRONG Lance,3:24:53,317.9375665509888,0.0158387096774193
341,2000,Fribourg-En-Brisgau,RR,p1,ARMSTRONG Lance,6:23:55,296.00129724730584,0.0086693711967545
342,2000,Mulhouse,ITT,p1,ARMSTRONG Lance,1:05:01,659.1326168953525,0.004017094017094
343,2000,Troyes,RR,p1,ARMSTRONG Lance,6:14:13,349.220148852575,0.0094459724950884
344,2000,Paris,RR,p1,ARMSTRONG Lance,3:12:36,336.350655635504,0.0029130434782608
345,2001,Dunkirk,RR,p1,MOREAU Christophe,0:09:20,661.6583172674417,0.0080487804878048
346,2001,Boulogne-sur-Mer,RR,p1,MOREAU Christophe,4:55:15,323.5657637691977,0.0096915167095115
347,2001,Antwerpen,RR,p1,WAUTERS Marc,4:35:47,479.73050129699874,0.004734693877551
348,2001,Seraing,RR,p3,O'GRADY Stuart,4:34:32,264.0207735770904,0.0105692695214105
349,2001,Verdun,RR,p2,O'GRADY Stuart,5:17:56,230.4857977401707,0.0134930232558139
350,2001,Strasbourg,RR,p2,O'GRADY Stuart,4:50:39,273.9311920964359,0.0120141843971631
351,2001,Colmar,RR,p2,VOIGT Jens,4:06:15,253.7698291349764,0.0243888888888888
352,2001,Pontarlier,RR,p2,O'GRADY Stuart,5:01:50,291.42105291960934,0.0141168539325842
353,2001,Aix-Les-Bains,RR,p2,O'GRADY Stuart,3:58:12,356.5737598152655,0.0196972972972972
354,2001,L'Alpe d'Huez,RR,p5,SIMON François,6:34:07,375.9910469067095,0.0280574162679425
355,2001,Chamrousse,ITT,p5,SIMON François,1:14:27,520.4644204731884,0.05821875
356,2001,Ax-les-Thermes,RR,p5,SIMON François,5:07:38,433.4083556370632,0.0327048192771084
357,2001,Saint-Lary-Soulan (Pla d'Adet),RR,p5,ARMSTRONG Lance,5:44:22,512.6901203795346,0.0365721649484536
358,2001,Luz Ardiden,RR,p5,ARMSTRONG Lance,4:25:38,474.0370044069856,0.0365653710247349
359,2001,Lavaur,RR,p1,ARMSTRONG Lance,5:31:28,421.7326604376256,0.0141935483870967
360,2001,Sarran,RR,p3,ARMSTRONG Lance,5:52:56,220.34856347310068,0.0188747252747252
361,2001,Montlucon,RR,p3,ARMSTRONG Lance,4:13:49,337.2990918511353,0.0186443298969072
362,2001,Saint-Amand-Montrond,ITT,p2,ARMSTRONG Lance,1:14:16,366.8014005103729,0.0088688524590163
363,2001,Evry,RR,p1,ARMSTRONG Lance,3:12:27,463.8208678501255,0.0068361204013377
364,2001,Paris,RR,p1,ARMSTRONG Lance,3:57:28,363.7842902580091,0.0116697819314641
365,2002,Luxembourg,RR,p1,ARMSTRONG Lance,0:09:08,678.5225330911488,0.0295714285714285
366,2002,Luxembourg ,RR,p3,BERTOGLIATI Rubens,4:49:16,240.17314061850885,0.0191844155844155
367,2002,Saarbrücken,RR,p1,BERTOGLIATI Rubens,4:19:51,431.5402760109645,0.0158011049723756
368,2002,Reims,RR,p1,ZABEL Erik,4:13:37,341.33507930429806,0.0077421203438395
369,2002,Rouen,RR,p1,GONZÁLEZ DE GALDEANO Igor,4:14:06,458.7234223012929,0.0077076923076923
370,2002,Alencon,RR,p1,GONZÁLEZ DE GALDEANO Igor,4:23:07,472.0655337261318,0.0104310776942355
371,2002,Avranches,RR,p3,GONZÁLEZ DE GALDEANO Igor,4:10:56,250.71241103841132,0.0126931818181818
372,2002,Plouay,RR,p1,GONZÁLEZ DE GALDEANO Igor,4:38:47,515.9076075055066,0.0112
373,2002,Lorient,ITT,p1,GONZÁLEZ DE GALDEANO Igor,1:02:38,612.3561062391364,0.0118461538461538
374,2002,Pau,RR,p1,GONZÁLEZ DE GALDEANO Igor,3:04:12,512.7822037418803,0.008047619047619
375,2002,La Mongie,RR,p5,ARMSTRONG Lance,4:21:57,531.1944697029438,0.0336202531645569
376,2002,Plateau de Beille,RR,p5,ARMSTRONG Lance,6:00:29,473.8131477803368,0.034125313283208
377,2002,Béziers,RR,p2,ARMSTRONG Lance,4:18:14,215.25155694970448,0.0127485380116959
378,2002,Mont Ventoux,RR,p5,ARMSTRONG Lance,5:45:46,418.9108467793838,0.0207420814479638
379,2002,Les deux Alpes,RR,p5,ARMSTRONG Lance,6:01:57,399.51475951723467,0.0203929359823399
380,2002,La Plagne,RR,p5,ARMSTRONG Lance,5:49:54,372.39992653947104,0.0287520891364902
381,2002,Cluses,RR,p4,ARMSTRONG Lance,4:07:03,514.8094372446698,0.0414788732394366
382,2002,Bourg-en-Bresse,RR,p2,ARMSTRONG Lance,4:40:10,216.92518666446105,0.0216090651558073
383,2002,Macon,ITT,p1,ARMSTRONG Lance,1:03:50,581.4468150473234,0.01714
384,2002,Paris,RR,p1,ARMSTRONG Lance,3:30:47,335.4828996204669,0.0101642857142857
385,2003,Paris,RR,p1,MCGEE Bradley,0:07:26,889.508089059097,0.0283076923076923
386,2003,Meaux,RR,p2,MCGEE Bradley,3:44:33,282.5380975084299,0.0087857142857142
387,2003,Sedan,RR,p2,MCGEE Bradley,5:06:33,217.072009827756,0.0120342298288508
388,2003,Saint-Dizier,RR,p1,NAZON Jean-Patrick,3:27:39,545.5904938077218,0.0095820895522388
389,2003,Nevers,RR,p1,PEÑA Victor Hugo,4:09:47,520.6395020704667,0.0117862595419847
390,2003,Lyon,RR,p2,PEÑA Victor Hugo,5:08:35,285.82141083602886,0.0114826086956521
391,2003,Morzine,RR,p4,VIRENQUE Richard,6:06:03,379.2924864057589,0.0244208242950108
392,2003,L'Alpe d'Huez,RR,p5,ARMSTRONG Lance,5:59:42,535.2444036999041,0.0333287671232876
393,2003,Gap,RR,p4,ARMSTRONG Lance,5:02:36,463.16487994660486,0.0321463414634146
394,2003,Marseille,RR,p2,ARMSTRONG Lance,5:30:56,215.67111013344996,0.0125968109339407
395,2003,Toulouse,RR,p2,ARMSTRONG Lance,3:30:15,276.135012761057,0.0121042345276872
396,2003,Cap Découverte,ITT,p2,ARMSTRONG Lance,1:00:08,343.7624994332738,0.0151489361702127
397,2003,Ax-3 Domaines,RR,p5,ARMSTRONG Lance,5:17:16,473.61033242897867,0.0267443037974683
398,2003,Loudenvielle-Le-Louron,RR,p4,ARMSTRONG Lance,5:33:16,472.2056008738291,0.0371122715404699
399,2003,Luz-Ardiden,RR,p5,ARMSTRONG Lance,4:29:26,516.5932205621723,0.0336175548589341
400,2003,Bayonne,RR,p4,ARMSTRONG Lance,5:01:36,475.6692559967578,0.0284101265822784
401,2003,Bordeaux,RR,p1,ARMSTRONG Lance,4:02:29,393.1932876493204,0.00446408839779
402,2003,Saint-Maixent-l'Ecole,RR,p1,ARMSTRONG Lance,4:27:23,447.7773563115398,0.0082864197530864
403,2003,Nantes,ITT,p1,ARMSTRONG Lance,0:54:19,712.4923419105495,0.0080612244897959
404,2003,Paris,RR,p1,ARMSTRONG Lance,3:39:04,326.15849330554687,0.0049802631578947
405,2004,Liege,RR,p1,CANCELLARA Fabian,0:06:50,975.49881025061,0.0290163934426229
406,2004,Charleroi,RR,p2,CANCELLARA Fabian,4:40:29,280.48083422203126,0.0141432098765432
407,2004,Namur,RR,p1,HUSHOVD Thor,4:18:39,479.0458318686496,0.0094010152284263
408,2004,Wasquehal,RR,p1,MCEWEN Robbie,4:36:45,439.1419453411018,0.0076904761904761
409,2004,Chartres,RR,p1,VOECKLER Thomas,5:05:58,322.91182731517927,0.0101047381546134
410,2004,Angers,RR,p1,VOECKLER Thomas,4:34:01,373.93584370666,0.0071326530612244
411,2004,Saint-Brieuc,RR,p1,VOECKLER Thomas,4:31:44,468.8621606935442,0.0112762836185819
412,2004,Quimper,RR,p3,VOECKLER Thomas,3:54:22,268.0859003636165,0.0137261904761904
413,2004,Guéret,RR,p1,VOECKLER Thomas,3:32:55,532.8681895109257,0.0175576323987538
414,2004,Saint-Flour,RR,p3,VOECKLER Thomas,6:05:43,240.1072263721433,0.0244135021097046
415,2004,Figeac,RR,p2,VOECKLER Thomas,4:00:56,254.399690377826,0.0198048780487804
416,2004,La Mongie,RR,p5,VOECKLER Thomas,5:07:57,403.5383951236794,0.019579746835443
417,2004,Plateau de Beille,RR,p5,VOECKLER Thomas,6:09:20,498.7216673066455,0.036574209245742
418,2004,Nîmes,RR,p1,VOECKLER Thomas,4:32:44,381.92547423171504,0.0093922077922077
419,2004,Villard de Lans,RR,p3,ARMSTRONG Lance,4:40:30,244.45446043187872,0.0266925207756232
420,2004,L'Alpe d'Huez,ITT,p5,ARMSTRONG Lance,0:39:41,689.7102085347506,0.0892903225806451
421,2004,Le Grand Bornand,RR,p4,ARMSTRONG Lance,6:11:52,464.5492545057826,0.0393545232273838
422,2004,Lons le Saunier,RR,p2,ARMSTRONG Lance,4:15:32,234.0083612539459,0.0212672672672672
423,2004,Besançon,ITT,p3,ARMSTRONG Lance,1:06:49,410.324882705432,0.0189454545454545
424,2004,Paris,RR,p1,ARMSTRONG Lance,4:08:45,313.6408949683628,0.0089141104294478
425,2005,Noirmoutier-en-l'Ile,ITT,p1,ZABRISKIE David,0:20:51,650.9797550751592,0.0014210526315789
426,2005,Les Essarts,RR,p1,ZABRISKIE David,3:51:31,430.8019490138466,0.0023736263736263
427,2005,Tours,RR,p1,ZABRISKIE David,4:36:09,445.5814064467533,0.0069103773584905
428,2005,Montargis,RR,p1,ARMSTRONG Lance,3:46:00,505.2473106362088,0.0055628415300546
429,2005,Nancy,RR,p2,ARMSTRONG Lance,4:12:59,324.7747679235912,0.0087939698492462
430,2005,Karlsruhe,RR,p2,ARMSTRONG Lance,5:03:45,273.8159135755319,0.0057631578947368
431,2005,Gérardmer,RR,p4,ARMSTRONG Lance,5:04:21,379.600751925306,0.0107922077922077
432,2005,Mulhouse,RR,p4,VOIGT Jens,4:11:24,375.0299218730204,0.0164035087719298
433,2005,Courchevel - Altiport,RR,p5,ARMSTRONG Lance,4:50:35,430.607955786952,0.0231878453038674
434,2005,Briançon,RR,p4,ARMSTRONG Lance,4:48:53,374.4280487244798,0.0247398843930635
435,2005,Digne-les-Bains,RR,p4,ARMSTRONG Lance,4:30:39,373.3931652270553,0.0161550802139037
436,2005,Montpellier,RR,p1,ARMSTRONG Lance,3:43:14,463.7536718891068,0.006419540229885
437,2005,Ax-3 Domaines,RR,p5,ARMSTRONG Lance,5:44:39,317.6825376833993,0.0240689655172413
438,2005,Saint-Lary-Soulan (Pla d'Adet),RR,p5,ARMSTRONG Lance,6:11:42,401.6014500825052,0.0273446601941747
439,2005,Pau,RR,p4,ARMSTRONG Lance,4:42:04,363.25856358271,0.0196685082872928
440,2005,Revel,RR,p2,ARMSTRONG Lance,6:03:47,210.0312026001978,0.0117916666666666
441,2005,Mende,RR,p2,ARMSTRONG Lance,4:48:54,217.8152306103893,0.0155925925925925
442,2005,Le Puy en Velay,RR,p3,ARMSTRONG Lance,3:37:35,265.13783919162955,0.0152207792207792
443,2005,Saint-Etienne,ITT,p2,ARMSTRONG Lance,1:11:46,324.40982817372435,0.0146545454545454
444,2005,Paris,RR,p1,ARMSTRONG Lance,3:41:15,282.4016389884609,0.0059097222222222
445,2006,Strasbourg,RR,p1,HUSHOVD Thor,0:08:17,537.4732932688017,0.0007042253521126
446,2006,Strasbourg,RR,p1,HINCAPIE George,4:10:00,392.5022687458667,0.0049485094850948
447,2006,Esch-sur-Alzette,RR,p2,HUSHOVD Thor,5:36:14,232.43887754460587,0.0117242888402625
448,2006,Valkenburg,RR,p3,BOONEN Tom,4:57:59,274.40639017948155,0.0111916859122401
449,2006,Saint-Quentin,RR,p1,BOONEN Tom,4:59:50,362.7238633672556,0.0083864734299516
450,2006,Caen,RR,p1,BOONEN Tom,5:18:50,369.7264380120593,0.0070888888888888
451,2006,Vitré,RR,p1,BOONEN Tom,4:10:17,443.6729714267058,0.0072910052910052
452,2006,Rennes,ITT,p1,HONCHAR Serhiy,1:01:43,580.2091562596931,0.0074807692307692
453,2006,Lorient,RR,p1,HONCHAR Serhiy,4:15:33,369.4046938100642,0.0080939226519337
454,2006,Dax,RR,p1,HONCHAR Serhiy,3:35:24,427.6447845205393,0.0019233038348082
455,2006,Pau,RR,p4,DESSEL Cyril,4:49:10,346.90919554103107,0.0188713910761154
456,2006,Val d'Aran - Pla-de-Beret,RR,p5,LANDIS Floyd,6:06:25,400.1744446445843,0.0277046004842615
457,2006,Carcassonne,RR,p2,LANDIS Floyd,4:39:23,288.39550674842553,0.0082742316784869
458,2006,Montélimar,RR,p2,PEREIRO Óscar,5:24:36,238.652609843862,0.0071298701298701
459,2006,Gap,RR,p2,PEREIRO Óscar,4:14:30,261.25562204032786,0.0146481994459833
460,2006,L'Alpe d'Huez,RR,p5,LANDIS Floyd,4:53:32,439.0584668557389,0.0237540106951871
461,2006,La Toussuire - Les Sybelles,RR,p5,PEREIRO Óscar,5:37:58,392.1588325327342,0.0299780219780219
462,2006,Morzine,RR,p4,PEREIRO Óscar,5:30:44,335.73719043199185,0.0217256857855361
463,2006,Morzine,RR,p4,PEREIRO Óscar,5:30:44,335.73719043199185,0.0217256857855361
464,2006,Mâcon,RR,p2,PEREIRO Óscar,4:24:15,278.0578055392209,0.0088883248730964
465,2006,Montceau-les-Mines,ITT,p1,LANDIS Floyd,1:08:56,543.0917824484527,0.0065964912280701
466,2006,Paris,RR,p1,LANDIS Floyd,7:53:52,39.10304979799676,0.0024336569579288
467,2007,London,RR,p1,CANCELLARA Fabian,0:08:50,654.7839672785221,0.0041772151898734
468,2007,Canterbury,RR,p1,CANCELLARA Fabian,4:39:01,412.708765660889,0.0084187192118226
469,2007,Gent,RR,p1,CANCELLARA Fabian,3:48:22,358.61917630121087,0.002
470,2007,Compiegne,RR,p1,CANCELLARA Fabian,6:36:15,229.966442325278,0.005906976744186
471,2007,Joigny,RR,p1,CANCELLARA Fabian,4:37:47,368.3866072674186,0.0085595854922279
472,2007,Autun,RR,p2,CANCELLARA Fabian,4:39:01,220.0634536885721,0.0148109589041095
473,2007,Bourg-en-Bresse,RR,p1,CANCELLARA Fabian,5:20:59,269.07745612617657,0.007438596491228
474,2007,Le Grand Bornand,RR,p4,GERDEMANN Linus,4:53:13,356.45565259567377,0.0164556962025316
475,2007,Tignes,RR,p5,RASMUSSEN Michael,4:49:40,387.2127056843932,0.0298969696969696
476,2007,Briançon,RR,p4,RASMUSSEN Michael,4:15:06,326.681206430208,0.021680250783699
477,2007,Marseille,RR,p2,RASMUSSEN Michael,5:31:00,222.55222841136265,0.0083529411764705
478,2007,Montpellier,RR,p1,RASMUSSEN Michael,3:47:50,472.1472298747057,0.0046794520547945
479,2007,Castres,RR,p4,RASMUSSEN Michael,4:25:32,290.7694620783437,0.0130924369747899
480,2007,Albi,ITT,p2,RASMUSSEN Michael,1:09:29,311.4049483563099,0.0098703703703703
481,2007,Albi,ITT,p2,RASMUSSEN Michael,1:09:29,311.4049483563099,0.0098703703703703
482,2007,Plateau-de-Beille,RR,p5,RASMUSSEN Michael,5:25:48,350.71456818000115,0.0221827411167512
483,2007,Loudenvielle-Le-Louron,RR,p4,RASMUSSEN Michael,5:39:59,332.92376439981444,0.0277806122448979
484,2007,Loudenvielle-Le-Louron,RR,p4,RASMUSSEN Michael,5:39:59,332.92376439981444,0.0277806122448979
485,2007,Gourette - Col d'Aubisque,RR,p5,RASMUSSEN Michael,6:23:21,366.58440070893016,0.0276018306636155
486,2007,Castelsarrasin,RR,p2,CONTADOR Alberto,4:23:43,246.01544366933507,0.0091989389920424
487,2007,Angoulême,RR,p2,CONTADOR Alberto,5:22:08,193.41834033971028,0.0091848341232227
488,2007,Angoulême,ITT,p1,CONTADOR Alberto,1:05:02,605.7821596102422,0.0086486486486486
489,2007,Paris,RR,p1,CONTADOR Alberto,3:51:08,250.8263290832776,0.0054520547945205
490,2008,Plumelec,RR,p3,VALVERDE Alejandro,4:36:07,254.35616700515243,0.0117670886075949
491,2008,Saint-Brieuc,RR,p3,VALVERDE Alejandro,3:45:13,268.357974006719,0.0114772036474164
492,2008,Nantes,RR,p1,FEILLU Romain,5:05:27,322.1404389621178,0.0072451923076923
493,2008,Cholet,ITT,p1,SCHUMACHER Stefan,0:35:44,596.0587262694063,0.011457627118644
494,2008,Cholet,ITT,p1,SCHUMACHER Stefan,0:35:44,596.0587262694063,0.011457627118644
495,2008,Châteauroux,RR,p1,SCHUMACHER Stefan,5:27:52,349.2097293842126,0.0055991379310344
496,2008,Super Besse,RR,p5,KIRCHEN Kim,4:57:56,376.2202619349307,0.0167774936061381
497,2008,Super Besse,RR,p5,KIRCHEN Kim,4:57:56,376.2202619349307,0.0167774936061381
498,2008,Aurillac,RR,p4,KIRCHEN Kim,3:52:59,344.961274308036,0.0152893081761006
499,2008,Toulouse,RR,p2,KIRCHEN Kim,4:02:54,250.4700801014522,0.0109681159420289
500,2008,Bagnères de Bigorre,RR,p4,KIRCHEN Kim,5:40:45,337.49440522213035,0.0168660714285714
501,2008,Bagnères de Bigorre,RR,p4,KIRCHEN Kim,5:40:45,337.49440522213035,0.0168660714285714
502,2008,Hautacam,RR,p5,EVANS Cadel,4:21:44,384.4964848799115,0.0243205128205128
503,2008,Hautacam,RR,p5,EVANS Cadel,4:21:44,384.4964848799115,0.0243205128205128
504,2008,Foix,RR,p4,EVANS Cadel,4:13:04,334.3689509407001,0.0170925373134328
505,2008,Narbonne,RR,p1,EVANS Cadel,3:40:52,437.1972870988642,0.0071038575667655
506,2008,Nîmes,RR,p1,EVANS Cadel,4:25:42,332.74836901778235,0.0077197802197802
507,2008,Digne-les-Bains,RR,p2,EVANS Cadel,4:13:08,301.1027498490966,0.0088740359897172
508,2008,Prato Nevoso,RR,p5,SCHLECK Fränk,4:55:25,370.73522004141626,0.020431693989071
509,2008,Jausiers,RR,p4,SCHLECK Fränk,4:32:55,345.71833867692635,0.0265859872611464
510,2008,l'Alpe d'Huez,RR,p5,SASTRE Carlos,6:07:58,362.0880422767176,0.0256769596199524
511,2008,Saint-Etienne,RR,p4,SASTRE Carlos,4:37:11,296.00882948225353,0.0096946564885496
512,2008,Montluçon,RR,p1,SASTRE Carlos,3:38:22,460.15980504978086,0.0109607250755287
513,2008,Saint-Amand-Montrond,ITT,p1,SASTRE Carlos,1:06:24,496.8593678609757,0.0076981132075471
514,2008,Saint-Amand-Montrond,ITT,p1,SASTRE Carlos,1:06:24,496.8593678609757,0.0076981132075471
515,2008,Paris,RR,p1,SASTRE Carlos,3:51:52,236.5962513717592,0.0056433566433566
516,2009,Monaco,ITT,p1,CANCELLARA Fabian,0:19:32,655.7663446601533,0.0203870967741935
517,2009,Brignoles,RR,p2,CANCELLARA Fabian,4:30:02,246.59067673561785,0.0127647058823529
518,2009,La Grande-Motte,RR,p1,CANCELLARA Fabian,5:01:24,280.4120395082178,0.0050229007633587
519,2009,Perpignan,RR,p1,CANCELLARA Fabian,4:29:42,379.4933451650677,0.0051603053435114
520,2009,Barcelona,RR,p3,CANCELLARA Fabian,4:21:33,246.0405433752616,0.0122699724517906
521,2009,Andorra Arcalis,RR,p5,NOCENTINI Rinaldo,6:11:57,352.33015619173784,0.0219196428571428
522,2009,Saint-Girons,RR,p4,NOCENTINI Rinaldo,4:33:44,338.59460673394136,0.0202946175637393
523,2009,Tarbes,RR,p4,NOCENTINI Rinaldo,4:06:05,325.40669175562044,0.0181619937694704
524,2009,Issoudun,RR,p2,NOCENTINI Rinaldo,4:46:43,216.78748455595405,0.0106735218508997
525,2009,Saint-Fargeau,RR,p1,NOCENTINI Rinaldo,4:17:55,413.1164861201325,0.0079947916666666
526,2009,Vittel,RR,p2,NOCENTINI Rinaldo,4:58:22,245.5791125508888,0.011063829787234
527,2009,Colmar,RR,p4,NOCENTINI Rinaldo,5:03:09,302.8106960025197,0.015095
528,2009,Besançon,RR,p2,NOCENTINI Rinaldo,4:43:22,232.06420294569435,0.0085879396984924
529,2009,Verbier,RR,p5,CONTADOR Alberto,5:03:58,395.5338155806583,0.017633734939759
530,2009,Bourg-Saint-Maurice,RR,p4,CONTADOR Alberto,4:15:19,359.4273838478264,0.0244968553459119
531,2009,Bourg-Saint-Maurice,RR,p4,CONTADOR Alberto,4:15:19,359.4273838478264,0.0244968553459119
532,2009,Le Grand Bornand,RR,p4,CONTADOR Alberto,4:53:54,347.3978109729091,0.0282064896755162
